City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,francisco beltrao,-26.0811,-53.055,85.91,38,6,5.06,BR,1680543180
84,cayenne,4.9333,-52.3333,86.04,62,75,13.8,GF,1680543004
85,yumen,40.2833,97.2,39.58,27,100,16.44,CN,1680543181
86,shelburne,44.0787,-80.2041,49.77,56,97,15.73,CA,1680543153
87,jamestown,42.097,-79.2353,60.44,44,0,11.5,US,1680543181
88,haines junction,60.7522,-137.5108,12.15,67,34,2.3,CA,1680543182
89,castro,-24.7911,-50.0119,75.56,52,0,3.15,BR,1680543182
90,carauari,-4.8828,-66.8958,88.84,54,67,3.06,BR,1680543098
91,new norfolk,-42.7826,147.0587,53.71,73,100,2.89,AU,1680543183
92,sirhind,30.6456,76.3825,67.15,53,1,2.08,IN,1680543183
93,batemans bay,-35.7167,150.1833,62.1,92,42,4.16,AU,1680543184
94,butaritari,3.0707,172.7902,82.0,79,88,17.38,KI,1680543184
95,kyzyl-suu,42.3414,78.0056,40.06,29,0,8.66,KG,1680543184
96,provideniya,64.3833,-173.3,6.26,96,93,7.76,RU,1680543184
97,teguise,29.0605,-13.564,68.22,56,20,20.71,ES,1680543185
98,caravelas,-17.7125,-39.2481,78.19,81,39,11.16,BR,1680543185
99,okha,53.5739,142.9478,30.74,95,100,19.39,RU,1680543185
100,maceio,-9.6658,-35.7353,89.04,58,40,12.66,BR,1680542982
101,ust-tsilma,65.441,52.1498,3.76,99,33,2.84,RU,1680543186
102,rusne,55.2964,21.3758,33.66,59,70,15.3,LT,1680543186
103,mackay,-21.15,149.2,74.68,86,58,6.44,AU,1680543182
104,huarmey,-10.0681,-78.1522,81.61,69,97,8.05,PE,1680543188
105,khuzhir,53.1939,107.3397,14.61,80,55,6.69,RU,1680543188
106,goderich,43.7501,-81.7165,44.92,70,100,13.8,CA,1680543189
107,touros,-5.1989,-35.4608,84.54,64,98,8.28,BR,1680543189
108,iskateley,67.6803,53.1512,5.32,94,7,7.14,RU,1680543190
109,airai,-8.9266,125.4092,58.1,90,99,1.61,TL,1680543190
110,arraial do cabo,-22.9661,-42.0278,80.56,61,40,8.05,BR,1680543191
111,upernavik,72.7868,-56.1549,-10.23,91,72,3.49,GL,1680543191
112,nishihara,26.1842,127.7558,69.08,66,40,16.11,JP,1680543192
113,methoni,36.8197,21.7049,57.06,81,55,14.72,GR,1680543192
114,isangel,-19.55,169.2667,78.93,86,42,7.09,VU,1680543192
115,aksarka,66.5606,67.7975,-4.77,93,31,9.69,RU,1680543193
116,whitehorse,60.7161,-135.0538,23.09,63,75,4.61,CA,1680543053
